0	53822
1	48553
2	40052
3	1524
4	10759
5	57010
6	865
7	14603
8	35150
9	20118
10	18453
11	32853
12	10268
13	19733
14	40693
15	30927
16	9751
17	44286
18	45331
19	27138
20	30938
21	29705
22	24652
23	40824
24	7814
25	41370
26	51589
27	58809
28	22303
29	34407
30	59490
31	32654
32	1713
33	55640
34	12423
35	27551
36	37505
37	42455
38	55418
39	21614
40	57749
41	42776
42	57703
43	52864
44	53978
45	55210
46	58969
47	14585
48	59170
49	30928
50	15723
51	48506
52	39941
53	53339
54	46029
55	56181
56	15233
57	7125
58	27657
59	50384
60	25310
61	33924
62	35883
63	7961
64	47345
65	26801
66	7096
67	26579
68	51488
69	10932
70	37018
71	40205
72	14463
73	28373
74	3859
75	1810
76	17580
77	56896
78	39109
79	2507
80	59839
81	23090
82	48802
83	39320
84	48721
85	21036
86	36383
87	25859
88	40717
89	20395
90	37913
91	53208
92	40448
93	53089
94	28115
95	768
96	24428
97	18533
98	24066
99	57922
100	31813
101	1563
102	23647
103	12341
104	16995
105	28338
106	10572
107	53079
108	23460
109	2722
110	23004
111	28361
112	42394
113	38282
114	14697
115	26582
116	21887
117	14423
118	23097
119	26190
120	25978
121	47893
122	57158
123	28669
124	11084
125	29998
126	21757
127	36875
128	41451
129	35661
130	3090
131	22697
132	41363
133	22106
134	3737
135	15581
136	44486
137	24075
138	23429
139	36911
140	12492
141	36657
142	58079
143	33889
144	16535
145	29213
146	55967
147	8959
148	34683
149	51735
150	27589
151	3796
152	29264
153	1692
154	9675
155	29600
156	54201
157	20325
158	28015
159	17810
160	53139
161	48012
162	35771
163	21594
164	42022
165	51347
166	12060
167	37398
168	43615
169	5459
170	51248
171	45916
172	37555
173	42854
174	48310
175	58824
176	42916
177	6664
178	49163
179	53507
180	23269
181	40904
182	6779
183	40199
184	11559
185	49954
186	44897
187	39436
188	40671
189	31997
190	17694
191	567
192	44846
193	34757
194	843
195	50195
196	42155
197	41960
198	23133
199	37410
200	2696
201	57247
202	5824
203	37049
204	54634
205	57947
206	59899
207	30030
208	13678
209	35536
210	24054
211	16418
212	6117
213	2498
214	38357
215	9364
216	42389
217	59777
218	57461
219	3947
220	37409
221	14414
222	26301
223	31787
224	35028
225	30201
226	16642
227	34470
228	16934
229	535
230	45082
231	56954
232	58233
233	25089
234	40155
235	21757
236	9568
237	33079
238	16665
239	55593
240	42732
241	26580
242	9132
243	26470
244	27102
245	49413
246	19625
247	13723
248	59609
249	5077
250	51361
251	50048
252	23105
253	6992
254	56447
255	13761
256	49833
257	13384
258	36566
259	27093
260	2547
261	49089
262	17679
263	32463
264	7619
265	16888
266	22213
267	35729
268	37298
269	34254
270	46927
271	11395
272	42677
273	28518
274	58562
275	34208
276	13080
277	50766
278	24083
279	46619
280	29151
281	40726
282	18576
283	32949
284	47577
285	10752
286	47838
287	55283
288	33053
289	45975
290	13365
291	53372
292	27116
293	34985
294	37127
295	8027
296	32719
297	29568
298	14888
299	8952
300	10357
301	23044
302	55740
303	54129
304	54613
305	13255
306	29630
307	26553
308	9857
309	27750
310	2684
311	16250
312	42769
313	12199
314	20358
315	4679
316	52656
317	17685
318	9372
319	31943
320	10024
321	5720
322	42222
323	24210
324	25712
325	20700
326	1372
327	49615
328	24747
329	51843
330	17659
331	24246
332	4994
333	22319
334	54293
335	29484
336	46992
337	52063
338	39980
339	58723
340	56099
341	50345
342	24682
343	51016
344	42272
345	1174
346	6526
347	54379
348	13862
349	48495
350	25564
351	27633
352	24889
353	42496
354	18569
355	53532
356	4223
357	46078
358	32600
359	891
360	52275
361	40108
362	3327
363	42392
364	10617
365	55866
366	8698
367	31522
368	12546
369	22778
370	48893
371	22454
372	9478
373	48911
374	5819
375	29018
376	4883
377	11338
378	39722
379	57984
380	28943
381	35161
382	57510
383	46630
384	49772
385	14166
386	13860
387	55901
388	27833
389	54958
390	14555
391	54826
392	26893
393	59035
394	2325
395	3021
396	48487
397	34866
398	42476
399	41270
400	16571
401	37397
402	8038
403	51644
404	27559
405	42202
406	8836
407	54388
408	59967
409	49624
410	5790
411	31761
412	47536
413	59166
414	3910
415	36818
416	57143
417	2337
418	5092
419	2409
420	52281
421	35345
422	4436
423	29676
424	13934
425	55422
426	8527
427	28241
428	34814
429	39320
430	25763
431	13335
432	36667
433	11639
434	2033
435	31964
436	59230
437	10013
438	23967
439	31455
440	22630
441	30102
442	48138
443	48927
444	24773
445	27614
446	42082
447	18932
448	10557
449	10308
450	11114
451	42620
452	37307
453	25740
454	8152
455	33851
456	20979
457	57851
458	53394
459	59788
460	39916
461	3893
462	3291
463	52639
464	46433
465	15980
466	391
467	56447
468	13706
469	30304
470	23055
471	46113
472	28352
473	1191
474	55477
475	39487
476	2217
477	37448
478	24311
479	52853
480	3563
481	13224
482	40564
483	18856
484	28898
485	24508
486	15474
487	31447
488	29503
489	23038
490	33707
491	31280
492	2484
493	43788
494	35815
495	43939
496	51560
497	43111
498	50174
499	33022
500	55867
501	28745
502	33082
503	53458
504	33803
505	28443
506	58496
507	33753
508	5740
509	21565
510	44833
511	15766
512	24599
513	34474
514	44136
515	56388
516	34164
